flightdate,origincityname,crsdeptime,depdelay,distance,marketing_airline_network,hour,delayed,city_clean,latitude,longitude,temp_mean,precipitation,wind_speed
2018-01-22,"Houston, TX",800,-5.0,696.0,DL,8,0,Houston,29.76328,-95.36327,17.0,5.9,19.5
2018-01-09,"Orlando, FL",700,18.0,1024.0,F9,7,1,Orlando,28.53834,-81.37924,18.2,4.6,11.1
2018-01-25,"New York, NY",1859,36.0,2153.0,DL,18,1,New York,40.71427,-74.00597,-2.7,0.0,16.0
2018-01-18,"New York, NY",1005,-10.0,1416.0,UA,10,0,New York,40.71427,-74.00597,-4.9,0.0,17.1
2018-01-23,"Dallas/Fort Worth, TX",1850,-3.0,835.0,AA,18,0,Dallas/Fort Worth,32.89595,-97.0372,7.5,0.0,10.9
2018-01-16,"Charlotte, NC",921,54.0,282.0,AA,9,1,Charlotte,35.22709,-80.84313,0.2,0.0,8.3
2018-01-03,"Atlanta, GA",2220,-1.0,594.0,DL,22,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-31,"Hartford, CT",1035,-6.0,1050.0,NK,10,0,Hartford,41.76371,-72.68509,-4.3,0.0,11.8
2018-01-07,"Orlando, FL",821,-8.0,404.0,F9,8,0,Orlando,28.53834,-81.37924,9.0,0.0,17.0
2018-01-14,"Charlotte, NC",1140,-2.0,808.0,AA,11,0,Charlotte,35.22709,-80.84313,-2.8,0.0,13.6
2018-01-03,"Minneapolis, MN",900,0.0,1299.0,DL,9,0,Minneapolis,44.97997,-93.26384,-14.9,0.2,13.6
2018-01-07,"Charlotte, NC",1435,17.0,413.0,AA,14,1,Charlotte,35.22709,-80.84313,-6.1,0.0,8.2
2018-01-24,"New York, NY",1850,-10.0,2454.0,DL,18,0,New York,40.71427,-74.00597,3.8,0.0,19.7
2018-01-19,"Dallas/Fort Worth, TX",705,-9.0,551.0,AA,7,0,Dallas/Fort Worth,32.89595,-97.0372,4.1,0.0,16.5
2018-01-19,"Detroit, MI",1200,-8.0,243.0,DL,12,0,Detroit,42.33143,-83.04575,-1.7,0.0,25.2
2018-01-23,"Atlanta, GA",1910,-2.0,545.0,DL,19,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-06,"Kahului, HI",1218,4.0,100.0,HA,12,0,Kahului,20.88953,-156.47432,23.0,0.0,28.2
2018-01-11,"Orlando, FL",600,2.0,1141.0,F9,6,0,Orlando,28.53834,-81.37924,19.9,0.3,9.8
2018-01-17,"New York, NY",1018,-5.0,963.0,DL,10,0,New York,40.71427,-74.00597,0.0,6.5,12.8
2018-01-25,"Charlotte, NC",1635,12.0,547.0,AA,16,0,Charlotte,35.22709,-80.84313,3.9,0.0,9.0
2018-01-06,"New York, NY",1230,5.0,1096.0,AA,12,0,New York,40.71427,-74.00597,-14.2,0.0,21.9
2018-01-15,"Houston, TX",830,-6.0,302.0,WN,8,0,Houston,29.76328,-95.36327,9.3,0.0,11.9
2018-01-11,"Detroit, MI",815,13.0,1481.0,DL,8,0,Detroit,42.33143,-83.04575,10.0,0.0,29.6
2018-01-20,"Honolulu, HI",2255,-17.0,2762.0,HA,22,0,Honolulu,21.30694,-157.85834,23.5,0.2,18.1
2018-01-27,"Houston, TX",950,-2.0,1269.0,UA,9,0,Houston,29.76328,-95.36327,16.5,19.0,10.9
2018-01-25,"Minneapolis, MN",655,3.0,1124.0,DL,6,0,Minneapolis,44.97997,-93.26384,-8.7,0.0,10.5
2018-01-11,"Honolulu, HI",1607,-6.0,100.0,HA,16,0,Honolulu,21.30694,-157.85834,22.8,0.0,13.2
2018-01-17,"Unalaska, AK",1055,-12.0,792.0,AS,10,0,Unalaska,53.87413,-166.53407,0.0,2.1,28.5
2018-01-23,"Atlanta, GA",1547,-7.0,689.0,UA,15,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-02,"New York, NY",2100,0.0,762.0,DL,21,0,New York,40.71427,-74.00597,-8.5,0.0,17.1
2018-01-25,"New York, NY",630,158.0,419.0,DL,6,1,New York,40.71427,-74.00597,-2.7,0.0,16.0
2018-01-01,"Orlando, FL",620,0.0,2039.0,F9,6,0,Orlando,28.53834,-81.37924,12.8,4.9,13.6
2018-01-18,"Baltimore, MD",640,5.0,622.0,NK,6,0,Baltimore,39.29038,-76.61219,-3.8,0.0,16.5
2018-01-29,"Houston, TX",1823,-4.0,744.0,UA,18,0,Houston,29.76328,-95.36327,11.7,0.0,15.0
2018-01-12,"Charlotte, NC",1140,-1.0,808.0,AA,11,0,Charlotte,35.22709,-80.84313,16.6,13.0,19.8
2018-01-11,"Atlanta, GA",1530,-8.0,481.0,DL,15,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-15,"Houston, TX",630,-4.0,1400.0,NK,6,0,Houston,29.76328,-95.36327,9.3,0.0,11.9
2018-01-09,"Atlanta, GA",1940,-5.0,270.0,WN,19,0,Atlanta,33.749,-84.38798,6.6,3.1,10.8
2018-01-01,"Atlanta, GA",1932,-6.0,547.0,AA,19,0,Atlanta,33.749,-84.38798,-4.5,0.0,18.5
2018-01-16,"New York, NY",1200,3.0,184.0,AA,12,0,New York,40.71427,-74.00597,-1.8,0.0,7.2
2018-01-11,"Detroit, MI",955,126.0,668.0,DL,9,1,Detroit,42.33143,-83.04575,10.0,0.0,29.6
2018-01-25,"Baltimore, MD",1605,36.0,883.0,WN,16,1,Baltimore,39.29038,-76.61219,0.7,0.0,12.9
2018-01-22,"Detroit, MI",1355,-3.0,1127.0,DL,13,0,Detroit,42.33143,-83.04575,5.7,8.2,13.3
2018-01-11,"Atlanta, GA",1217,-1.0,341.0,DL,12,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-18,"Kahului, HI",2155,-8.0,2486.0,UA,21,0,Kahului,20.88953,-156.47432,23.0,2.5,39.4
2018-01-25,"Baltimore, MD",940,-5.0,577.0,NK,9,0,Baltimore,39.29038,-76.61219,0.7,0.0,12.9
2018-01-07,"Honolulu, HI",1641,-2.0,163.0,HA,16,0,Honolulu,21.30694,-157.85834,22.9,0.0,20.4
2018-01-24,"Minneapolis, MN",1115,-4.0,1535.0,DL,11,0,Minneapolis,44.97997,-93.26384,-8.3,0.0,6.2
2018-01-04,"Dallas/Fort Worth, TX",700,-4.0,802.0,NK,7,0,Dallas/Fort Worth,32.89595,-97.0372,0.6,0.0,6.5
2018-01-13,"Charlotte, NC",2215,-14.0,460.0,AA,22,0,Charlotte,35.22709,-80.84313,6.4,7.2,17.9
2018-01-31,"Houston, TX",2000,-5.0,667.0,UA,20,0,Houston,29.76328,-95.36327,11.3,0.0,13.6
2018-01-15,"Houston, TX",1945,-1.0,429.0,UA,19,0,Houston,29.76328,-95.36327,9.3,0.0,11.9
2018-01-15,"Dallas/Fort Worth, TX",1457,51.0,551.0,AA,14,1,Dallas/Fort Worth,32.89595,-97.0372,7.1,0.1,12.2
2018-01-27,"Orlando, FL",1745,92.0,1066.0,WN,17,1,Orlando,28.53834,-81.37924,19.3,0.1,18.9
2018-01-15,"Houston, TX",1615,9.0,187.0,WN,16,0,Houston,29.76328,-95.36327,9.3,0.0,11.9
2018-01-03,"Charlotte, NC",1150,-5.0,370.0,AA,11,0,Charlotte,35.22709,-80.84313,-4.0,0.0,6.3
2018-01-08,"Kahului, HI",1838,1.0,100.0,HA,18,0,Kahului,20.88953,-156.47432,23.0,0.0,27.0
2018-01-22,"Atlanta, GA",1207,-1.0,373.0,DL,12,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-15,"Kahului, HI",1414,15.0,84.0,HA,14,1,Kahului,20.88953,-156.47432,21.8,0.0,14.8
2018-01-11,"Detroit, MI",2031,-2.0,529.0,DL,20,0,Detroit,42.33143,-83.04575,10.0,0.0,29.6
2018-01-03,"New York, NY",1659,7.0,2248.0,DL,16,0,New York,40.71427,-74.00597,-7.5,0.0,10.3
2018-01-30,"New York, NY",1850,7.0,963.0,DL,18,0,New York,40.71427,-74.00597,0.6,2.4,15.8
2018-01-07,"Baltimore, MD",708,-2.0,1217.0,AA,7,0,Baltimore,39.29038,-76.61219,-10.7,0.0,11.4
2018-01-15,"Orlando, FL",1938,-8.0,861.0,F9,19,0,Orlando,28.53834,-81.37924,10.2,0.0,18.3
2018-01-10,"Charlotte, NC",930,-5.0,245.0,AA,9,0,Charlotte,35.22709,-80.84313,7.7,0.0,9.5
2018-01-08,"Pensacola, FL",745,-3.0,391.0,WN,7,0,Pensacola,30.42131,-87.21691,15.9,23.8,28.7
2018-01-01,"New York, NY",1630,-3.0,1020.0,DL,16,0,New York,40.71427,-74.00597,-11.6,0.0,16.6
2018-01-03,"Atlanta, GA",1527,-3.0,821.0,DL,15,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-11,"Honolulu, HI",834,-12.0,216.0,HA,8,0,Honolulu,21.30694,-157.85834,22.8,0.0,13.2
2018-01-12,"Atlanta, GA",2109,20.0,214.0,DL,21,1,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-04,"Houston, TX",1430,-6.0,305.0,UA,14,0,Houston,29.76328,-95.36327,2.7,0.0,7.6
2018-01-31,"Charlotte, NC",1815,-3.0,213.0,AA,18,0,Charlotte,35.22709,-80.84313,-0.1,0.0,10.0
2018-01-13,"Dallas/Fort Worth, TX",845,-1.0,247.0,AA,8,0,Dallas/Fort Worth,32.89595,-97.0372,0.9,0.0,11.1
2018-01-16,"Baltimore, MD",2025,-4.0,611.0,WN,20,0,Baltimore,39.29038,-76.61219,-0.7,0.1,4.8
2018-01-02,"Orlando, FL",700,34.0,2554.0,DL,7,1,Orlando,28.53834,-81.37924,8.3,0.2,25.3
2018-01-22,"Atlanta, GA",1738,0.0,2182.0,DL,17,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-23,"Orlando, FL",805,-4.0,177.0,NK,8,0,Orlando,28.53834,-81.37924,21.4,1.4,15.9
2018-01-06,"Kahului, HI",1336,6.0,100.0,HA,13,0,Kahului,20.88953,-156.47432,23.0,0.0,28.2
2018-01-06,"Detroit, MI",1525,-3.0,371.0,DL,15,0,Detroit,42.33143,-83.04575,-18.6,0.0,12.8
2018-01-25,"Atlanta, GA",2040,11.0,1199.0,WN,20,0,Atlanta,33.749,-84.38798,4.4,0.0,8.6
2018-01-14,"Houston, TX",1410,-2.0,1042.0,UA,14,0,Houston,29.76328,-95.36327,4.5,0.0,10.4
2018-01-05,"Honolulu, HI",501,-5.0,163.0,HA,5,0,Honolulu,21.30694,-157.85834,22.2,0.0,19.6
2018-01-15,"New York, NY",855,17.0,1620.0,WN,8,1,New York,40.71427,-74.00597,-6.3,0.0,16.9
2018-01-22,"New York, NY",1600,-5.0,762.0,DL,16,0,New York,40.71427,-74.00597,6.3,0.5,6.7
2018-01-06,"Dallas/Fort Worth, TX",1549,-9.0,985.0,NK,15,0,Dallas/Fort Worth,32.89595,-97.0372,7.5,0.0,11.2
2018-01-22,"Dallas/Fort Worth, TX",1020,-4.0,431.0,AA,10,0,Dallas/Fort Worth,32.89595,-97.0372,12.3,1.5,23.6
2018-01-01,"Detroit, MI",1000,-6.0,957.0,DL,10,0,Detroit,42.33143,-83.04575,-17.0,0.0,13.3
2018-01-12,"Honolulu, HI",842,-3.0,102.0,HA,8,0,Honolulu,21.30694,-157.85834,22.4,0.0,6.5
2018-01-21,"Honolulu, HI",1425,-5.0,163.0,HA,14,0,Honolulu,21.30694,-157.85834,23.1,2.4,19.3
2018-01-11,"Atlanta, GA",2125,-5.0,761.0,DL,21,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-20,"Hartford, CT",1615,-22.0,1180.0,NK,16,0,Hartford,41.76371,-72.68509,1.7,0.1,11.7
2018-01-11,"Minneapolis, MN",1317,20.0,907.0,DL,13,1,Minneapolis,44.97997,-93.26384,-6.0,4.3,16.2
2018-01-21,"Orlando, FL",1918,0.0,2218.0,UA,19,0,Orlando,28.53834,-81.37924,16.4,0.1,9.3
2018-01-19,"Honolulu, HI",1143,-10.0,100.0,HA,11,0,Honolulu,21.30694,-157.85834,23.7,0.0,30.7
2018-01-22,"Atlanta, GA",1235,-4.0,547.0,WN,12,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-31,"New York, NY",1429,9.0,431.0,DL,14,0,New York,40.71427,-74.00597,-4.4,0.0,18.0
2018-01-25,"New York, NY",1850,-12.0,963.0,DL,18,0,New York,40.71427,-74.00597,-2.7,0.0,16.0
2018-01-17,"Houston, TX",1645,-8.0,224.0,UA,16,0,Houston,29.76328,-95.36327,-2.7,0.0,17.1
2018-01-16,"Orlando, FL",1258,6.0,896.0,F9,12,0,Orlando,28.53834,-81.37924,12.6,0.0,12.6
2018-01-01,"Minneapolis, MN",715,-5.0,1299.0,DL,7,0,Minneapolis,44.97997,-93.26384,-25.4,0.0,11.1
2018-01-13,"Honolulu, HI",600,-5.0,54.0,HA,6,0,Honolulu,21.30694,-157.85834,22.1,0.0,7.5
2018-01-16,"Charlotte, NC",1431,42.0,481.0,AA,14,1,Charlotte,35.22709,-80.84313,0.2,0.0,8.3
2018-01-03,"Atlanta, GA",2215,0.0,547.0,DL,22,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-09,"New York, NY",1745,159.0,296.0,DL,17,1,New York,40.71427,-74.00597,-0.3,0.1,14.6
2018-01-03,"Orlando, FL",1220,21.0,404.0,DL,12,1,Orlando,28.53834,-81.37924,9.1,23.5,20.4
2018-01-08,"Baltimore, MD",2225,25.0,337.0,WN,22,1,Baltimore,39.29038,-76.61219,-4.5,1.7,12.2
2018-01-28,"New York, NY",1120,1.0,1076.0,WN,11,0,New York,40.71427,-74.00597,8.9,4.1,12.9
2018-01-15,"Dallas/Fort Worth, TX",1305,36.0,695.0,AA,13,1,Dallas/Fort Worth,32.89595,-97.0372,7.1,0.1,12.2
2018-01-01,"New York, NY",830,12.0,2248.0,DL,8,0,New York,40.71427,-74.00597,-11.6,0.0,16.6
2018-01-11,"Atlanta, GA",727,0.0,270.0,DL,7,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-25,"Charlotte, NC",1619,-2.0,640.0,AA,16,0,Charlotte,35.22709,-80.84313,3.9,0.0,9.0
2018-01-23,"Houston, TX",735,-7.0,429.0,UA,7,0,Houston,29.76328,-95.36327,9.6,0.0,10.3
2018-01-28,"New York, NY",1437,-5.0,269.0,DL,14,0,New York,40.71427,-74.00597,8.9,4.1,12.9
2018-01-22,"New York, NY",2045,-7.0,618.0,DL,20,0,New York,40.71427,-74.00597,6.3,0.5,6.7
2018-01-12,"Detroit, MI",1010,6.0,453.0,DL,10,0,Detroit,42.33143,-83.04575,3.9,14.1,28.0
2018-01-11,"Atlanta, GA",1933,-4.0,765.0,DL,19,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-26,"Charlotte, NC",1619,13.0,640.0,AA,16,0,Charlotte,35.22709,-80.84313,4.7,0.0,8.0
2018-01-24,"Dallas/Fort Worth, TX",1800,5.0,731.0,DL,18,0,Dallas/Fort Worth,32.89595,-97.0372,6.6,0.0,5.8
2018-01-26,"Charlotte, NC",1140,-4.0,842.0,AA,11,0,Charlotte,35.22709,-80.84313,4.7,0.0,8.0
2018-01-11,"Minneapolis, MN",2015,9.0,223.0,DL,20,0,Minneapolis,44.97997,-93.26384,-6.0,4.3,16.2
2018-01-24,"Atlanta, GA",1400,34.0,689.0,UA,14,1,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-23,"Dallas/Fort Worth, TX",1625,-2.0,309.0,AA,16,0,Dallas/Fort Worth,32.89595,-97.0372,7.5,0.0,10.9
2018-01-11,"New York, NY",1600,0.0,1990.0,DL,16,0,New York,40.71427,-74.00597,3.7,0.0,9.9
2018-01-27,"Atlanta, GA",945,45.0,589.0,DL,9,1,Atlanta,33.749,-84.38798,10.0,3.2,14.7
2018-01-23,"Atlanta, GA",1035,-3.0,515.0,DL,10,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-15,"Orlando, FL",1415,-9.0,829.0,F9,14,0,Orlando,28.53834,-81.37924,10.2,0.0,18.3
2018-01-24,"Charlotte, NC",1905,-4.0,226.0,DL,19,0,Charlotte,35.22709,-80.84313,7.2,0.0,9.8
2018-01-04,"Houston, TX",2158,-6.0,1379.0,UA,21,0,Houston,29.76328,-95.36327,2.7,0.0,7.6
2018-01-26,"Detroit, MI",1745,95.0,1075.0,DL,17,1,Detroit,42.33143,-83.04575,1.9,0.0,16.7
2018-01-26,"Orlando, FL",725,-4.0,551.0,NK,7,0,Orlando,28.53834,-81.37924,16.9,0.2,21.0
2018-01-21,"Dallas/Fort Worth, TX",1050,-3.0,247.0,AA,10,0,Dallas/Fort Worth,32.89595,-97.0372,16.8,8.8,23.3
2018-01-31,"Dallas/Fort Worth, TX",1050,-5.0,354.0,AA,10,0,Dallas/Fort Worth,32.89595,-97.0372,13.3,0.0,26.7
2018-01-29,"Houston, TX",1630,0.0,1075.0,UA,16,0,Houston,29.76328,-95.36327,11.7,0.0,15.0
2018-01-12,"New York, NY",845,36.0,461.0,DL,8,1,New York,40.71427,-74.00597,10.6,24.1,21.6
2018-01-02,"Houston, TX",955,29.0,1020.0,WN,9,1,Houston,29.76328,-95.36327,-0.5,0.0,14.6
2018-01-15,"Houston, TX",750,-1.0,1034.0,UA,7,0,Houston,29.76328,-95.36327,9.3,0.0,11.9
2018-01-10,"Honolulu, HI",2200,-13.0,2994.0,DL,22,0,Honolulu,21.30694,-157.85834,22.7,0.0,7.3
2018-01-10,"Honolulu, HI",822,31.0,100.0,HA,8,1,Honolulu,21.30694,-157.85834,22.7,0.0,7.3
2018-01-01,"Houston, TX",1805,107.0,302.0,WN,18,1,Houston,29.76328,-95.36327,2.6,0.0,22.8
2018-01-18,"Houston, TX",948,0.0,1222.0,UA,9,0,Houston,29.76328,-95.36327,-1.5,0.0,8.2
2018-01-09,"Dallas/Fort Worth, TX",1100,46.0,977.0,AA,11,1,Dallas/Fort Worth,32.89595,-97.0372,7.6,0.0,9.4
2018-01-03,"Atlanta, GA",2107,-2.0,1027.0,DL,21,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-11,"Atlanta, GA",1411,1.0,746.0,DL,14,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-09,"Charlotte, NC",1935,21.0,361.0,WN,19,1,Charlotte,35.22709,-80.84313,4.7,0.3,7.0
2018-01-05,"New York, NY",1135,-3.0,1620.0,UA,11,0,New York,40.71427,-74.00597,-11.2,0.1,29.4
2018-01-09,"Atlanta, GA",1025,9.0,581.0,WN,10,0,Atlanta,33.749,-84.38798,6.6,3.1,10.8
2018-01-24,"New York, NY",1439,-1.0,950.0,DL,14,0,New York,40.71427,-74.00597,3.8,0.0,19.7
2018-01-22,"Atlanta, GA",1050,-2.0,721.0,DL,10,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-19,"Minneapolis, MN",1505,-6.0,257.0,DL,15,0,Minneapolis,44.97997,-93.26384,-0.3,0.0,9.4
2018-01-16,"Baltimore, MD",610,-4.0,787.0,WN,6,0,Baltimore,39.29038,-76.61219,-0.7,0.1,4.8
2018-01-12,"Dallas/Fort Worth, TX",1020,-2.0,431.0,AA,10,0,Dallas/Fort Worth,32.89595,-97.0372,-0.1,0.1,23.6
2018-01-23,"Atlanta, GA",1642,-1.0,721.0,DL,16,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-22,"Atlanta, GA",930,-3.0,762.0,DL,9,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-10,"Charlotte, NC",2209,-6.0,335.0,AA,22,0,Charlotte,35.22709,-80.84313,7.7,0.0,9.5
2018-01-01,"Dallas/Fort Worth, TX",1255,127.0,691.0,AA,12,1,Dallas/Fort Worth,32.89595,-97.0372,-5.1,0.0,18.0
2018-01-03,"Atlanta, GA",1401,-1.0,594.0,DL,14,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-01,"Atlanta, GA",846,-2.0,674.0,DL,8,0,Atlanta,33.749,-84.38798,-4.5,0.0,18.5
2018-01-24,"New York, NY",1125,-10.0,1005.0,DL,11,0,New York,40.71427,-74.00597,3.8,0.0,19.7
2018-01-01,"Atlanta, GA",1345,39.0,300.0,DL,13,1,Atlanta,33.749,-84.38798,-4.5,0.0,18.5
2018-01-31,"Dallas/Fort Worth, TX",855,0.0,674.0,AA,8,0,Dallas/Fort Worth,32.89595,-97.0372,13.3,0.0,26.7
2018-01-01,"Atlanta, GA",2145,49.0,780.0,DL,21,1,Atlanta,33.749,-84.38798,-4.5,0.0,18.5
2018-01-01,"New York, NY",1845,-5.0,1029.0,DL,18,0,New York,40.71427,-74.00597,-11.6,0.0,16.6
2018-01-19,"Dallas/Fort Worth, TX",1735,-6.0,224.0,UA,17,0,Dallas/Fort Worth,32.89595,-97.0372,4.1,0.0,16.5
2018-01-30,"Honolulu, HI",1804,-4.0,100.0,HA,18,0,Honolulu,21.30694,-157.85834,22.7,0.0,10.4
2018-01-02,"Houston, TX",1035,-1.0,696.0,WN,10,0,Houston,29.76328,-95.36327,-0.5,0.0,14.6
2018-01-28,"Dallas/Fort Worth, TX",2225,-6.0,309.0,AA,22,0,Dallas/Fort Worth,32.89595,-97.0372,9.5,0.0,9.8
2018-01-16,"Baltimore, MD",1935,0.0,472.0,WN,19,0,Baltimore,39.29038,-76.61219,-0.7,0.1,4.8
2018-01-11,"Charlotte, NC",1754,-4.0,413.0,AA,17,0,Charlotte,35.22709,-80.84313,12.4,0.0,13.9
2018-01-21,"Houston, TX",2005,-5.0,1325.0,UA,20,0,Houston,29.76328,-95.36327,19.0,1.8,20.8
2018-01-29,"Dallas/Fort Worth, TX",1445,-4.0,918.0,AA,14,0,Dallas/Fort Worth,32.89595,-97.0372,7.3,0.0,15.6
2018-01-27,"Richmond, VA",915,-4.0,292.0,DL,9,0,Richmond,37.55376,-77.46026,8.0,0.0,14.2
2018-01-30,"Detroit, MI",1527,78.0,456.0,DL,15,1,Detroit,42.33143,-83.04575,-8.3,0.2,14.3
2018-01-11,"Dallas/Fort Worth, TX",1840,104.0,247.0,AA,18,1,Dallas/Fort Worth,32.89595,-97.0372,12.5,0.3,25.5
2018-01-11,"Orlando, FL",600,-5.0,2039.0,F9,6,0,Orlando,28.53834,-81.37924,19.9,0.3,9.8
2018-01-23,"Atlanta, GA",730,-3.0,373.0,DL,7,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-10,"Orlando, FL",800,118.0,1546.0,F9,8,1,Orlando,28.53834,-81.37924,19.5,3.9,10.8
2018-01-02,"Atlanta, GA",2112,66.0,903.0,DL,21,1,Atlanta,33.749,-84.38798,-5.6,0.0,9.7
2018-01-20,"Detroit, MI",1151,-1.0,237.0,DL,11,0,Detroit,42.33143,-83.04575,2.4,0.0,25.0
2018-01-05,"Charlotte, NC",1200,-2.0,282.0,AA,12,0,Charlotte,35.22709,-80.84313,-5.2,0.0,13.1
2018-01-06,"Dallas/Fort Worth, TX",2220,-10.0,551.0,AA,22,0,Dallas/Fort Worth,32.89595,-97.0372,7.5,0.0,11.2
2018-01-27,"Kahului, HI",700,-6.0,100.0,HA,7,0,Kahului,20.88953,-156.47432,22.4,0.0,6.3
2018-01-22,"Houston, TX",1559,-5.0,696.0,DL,15,0,Houston,29.76328,-95.36327,17.0,5.9,19.5
2018-01-05,"Honolulu, HI",1143,-5.0,100.0,HA,11,0,Honolulu,21.30694,-157.85834,22.2,0.0,19.6
2018-01-05,"Houston, TX",1635,-4.0,191.0,UA,16,0,Houston,29.76328,-95.36327,7.0,0.0,7.3
2018-01-22,"Atlanta, GA",1401,-2.0,594.0,DL,14,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-24,"Minneapolis, MN",1750,-6.0,386.0,DL,17,0,Minneapolis,44.97997,-93.26384,-8.3,0.0,6.2
2018-01-01,"Baltimore, MD",1345,2.0,883.0,WN,13,0,Baltimore,39.29038,-76.61219,-9.3,0.0,12.5
2018-01-21,"New York, NY",1700,-10.0,544.0,DL,17,0,New York,40.71427,-74.00597,3.7,0.0,9.1
2018-01-11,"Detroit, MI",820,-1.0,237.0,DL,8,0,Detroit,42.33143,-83.04575,10.0,0.0,29.6
2018-01-23,"Atlanta, GA",820,33.0,259.0,DL,8,1,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-17,"Charlotte, NC",1155,114.0,370.0,AA,11,1,Charlotte,35.22709,-80.84313,-0.5,9.7,13.2
2018-01-11,"New York, NY",1929,-5.0,1626.0,DL,19,0,New York,40.71427,-74.00597,3.7,0.0,9.9
2018-01-15,"Hartford, CT",1021,-9.0,326.0,UA,10,0,Hartford,41.76371,-72.68509,-8.0,0.0,12.7
2018-01-02,"New York, NY",1015,11.0,1096.0,DL,10,0,New York,40.71427,-74.00597,-8.5,0.0,17.1
2018-01-08,"Detroit, MI",1841,5.0,1127.0,NK,18,0,Detroit,42.33143,-83.04575,-0.2,7.3,26.5
2018-01-03,"Minneapolis, MN",1715,-9.0,334.0,NK,17,0,Minneapolis,44.97997,-93.26384,-14.9,0.2,13.6
2018-01-15,"Dallas/Fort Worth, TX",1020,33.0,431.0,AA,10,1,Dallas/Fort Worth,32.89595,-97.0372,7.1,0.1,12.2
2018-01-24,"Atlanta, GA",942,-1.0,250.0,DL,9,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-14,"Atlanta, GA",1730,-3.0,640.0,DL,17,0,Atlanta,33.749,-84.38798,-3.5,0.0,11.7
2018-01-12,"Atlanta, GA",2146,86.0,674.0,DL,21,1,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-18,"Honolulu, HI",501,-7.0,163.0,HA,5,0,Honolulu,21.30694,-157.85834,23.3,0.0,31.3
2018-01-04,"Houston, TX",1820,-4.0,1009.0,UA,18,0,Houston,29.76328,-95.36327,2.7,0.0,7.6
2018-01-08,"New York, NY",1425,211.0,419.0,DL,14,1,New York,40.71427,-74.00597,-7.6,0.9,16.4
2018-01-02,"New York, NY",1630,0.0,1020.0,DL,16,0,New York,40.71427,-74.00597,-8.5,0.0,17.1
2018-01-03,"Atlanta, GA",1806,13.0,332.0,DL,18,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-19,"Dallas/Fort Worth, TX",2220,-10.0,482.0,AA,22,0,Dallas/Fort Worth,32.89595,-97.0372,4.1,0.0,16.5
2018-01-24,"Atlanta, GA",1755,-1.0,270.0,DL,17,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-24,"Detroit, MI",1757,-3.0,528.0,DL,17,0,Detroit,42.33143,-83.04575,-2.2,0.0,15.3
2018-01-14,"Houston, TX",1237,-7.0,247.0,AA,12,0,Houston,29.76328,-95.36327,4.5,0.0,10.4
2018-01-10,"Honolulu, HI",1155,1.0,216.0,HA,11,0,Honolulu,21.30694,-157.85834,22.7,0.0,7.3
2018-01-25,"Atlanta, GA",846,0.0,270.0,DL,8,0,Atlanta,33.749,-84.38798,4.4,0.0,8.6
2018-01-04,"Dallas/Fort Worth, TX",710,-5.0,569.0,AA,7,0,Dallas/Fort Worth,32.89595,-97.0372,0.6,0.0,6.5
2018-01-22,"New York, NY",1130,-2.0,1076.0,DL,11,0,New York,40.71427,-74.00597,6.3,0.5,6.7
2018-01-11,"Atlanta, GA",1050,-3.0,406.0,DL,10,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-27,"Orlando, FL",805,-2.0,177.0,NK,8,0,Orlando,28.53834,-81.37924,19.3,0.1,18.9
2018-01-09,"Houston, TX",1646,0.0,395.0,UA,16,0,Houston,29.76328,-95.36327,11.0,0.0,8.7
